StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q14,Q14_DO,Q15,Q105_1,Q105_2,Q105_3,Q105_5,Q105_DO,Q106,Q106_DO,desktop,desktop_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,grammy,grammy_DO,se.grammy,se.grammy_DO,love,love_DO,se.love,se.love_DO,trotsky,trotsky_DO,se.trotsky,se.trotsky_DO,1962,1962_DO,se.1962,se.1962_DO,led.zep,led.zep_DO,se.lep.zep,se.lep.zep_DO,beatles,beatles_DO,se.beatles,se.beatles_DO,alcapone,alcapone_DO,se.alcapone,se.alcapone_DO,bowie,bowie_DO,se.bowie.,se.bowie._DO,spain,spain_DO,se.spain,se.spain_DO,bombay,bombay_DO,se.bombay,se.bombay_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q38,FL_12_DO,FL_96_DO,Google_default_DO
2023-09-28 14:31:55,2023-09-28 14:41:44,0,73.60.219.46,100,589,1,2023-09-28 14:41:45,R_z7sA5QkKYvX6eI1,,,,,42.8596,-71.6147,anonymous,EN,0.8999999761581421,1,5bdcd88176d6d50001bc3849,5,2|4|3|1|5,7,3.6,3.63,3.43,2.5,1|3|2|5,"1,3",1|3|2|6|5|4,2,2|1,4,3|6|1|5|7|4|2,2,4|2|5|3|1,2,2|6|4|7|5|3|1,2,3|5|2|4|1,17,18|22|23|20|21|17|19,2,5|4|3|1|2,3,1|4|3|5|2,2,2|3|5|4|1,1,1|6|4|5|3|7|2,2,1|3|4|5|2,5,5|4|7|1|6|3|2,2,1|4|3|5|2,4,4|5|6|2|3|7|1,2,3|5|4|2|1,3,3|1|2|5|4,2,5|2|4|3|1,2,7|6|4|1|3|5|2,2,5|1|4|2|3,2,4|7|6|1|3|2|5,2,1|4|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,3.63,2.77,2.7,2|3|1|5,"1,3",3|2|1|4|5|6,1965,4,2,3|5|2|4|1,1,2|3|4|1,1,5|6|7|4|1|3|2,,Bing_default,easyfirst,
2023-09-28 14:33:51,2023-09-28 14:41:45,0,24.240.68.77,100,474,1,2023-09-28 14:41:46,R_1HqmnXOrXxlfDhu,,,,,42.6241,-88.6266,anonymous,EN,0.8999999761581421,1,5c40e7d99d27f00001159a65,5,5|4|2|3|1,7,4.73,4.73,2.8,4.73,2|5|3|1,"1,3,5",1|5|2|6|4|3,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|4|7|3|6|2|5,1,2|3|4|1|5,4,4|2|7|1|5|6|3,1,5|1|4|3|2,3,2|4|5|1|3,1,1|4|5|3|2,2,2|7|3|5|1|4|6,1,4|5|2|3|1,2,4|2|6|7|3|1|5,1,5|3|1|2|4,4,2|3|5|1|7|6|4,1,5|4|3|2|1,2,3|1|4|5|6|7|2,1,4|5|2|1|3,17,19|20|23|18|17|21|22,1,2|1|4|3|5,3,2|1|5|3|4,1,2|3|4|1|5,1,6|7|1|5|3|4|2,1,5|4|1|3|2,4.73,4.73,2.8,4.73,3|5|1|2,"1,3,5",2|3|4|5|1|6,1981,5,5,3|1|5|2|4,1,1|3|2|4,1,1|3|6|2|5|7|4,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:33:07,2023-09-28 14:41:47,0,75.76.59.36,100,520,1,2023-09-28 14:41:47,R_2CHC1daFd0CPqGU,,,,,41.2463,-81.831,anonymous,EN,0.8999999761581421,1,6413577c3565b8c76d846034,5,2|1|3|5|4,7,3.93,2,3.07,1.83,2|5|1|3,"1,2,3",4|1|2|6|3|5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|1|2|7|4|5|3,2,2|5|4|3|1,4,4|1|7|2|5|3|6,2,3|5|4|2|1,3,2|5|3|4|1,2,4|2|5|3|1,2,1|5|4|6|2|3|7,2,4|1|3|5|2,2,3|4|2|7|6|1|5,2,4|3|2|1|5,4,7|3|2|1|6|4|5,2,1|4|3|2|5,2,5|6|3|2|7|1|4,2,4|5|3|1|2,17,21|22|20|18|17|19|23,2,2|4|1|5|3,1,4|2|5|1|3,2,1|2|5|4|3,1,5|1|3|2|7|6|4,2,2|1|4|3|5,3.87,1.9,3,1.97,3|1|2|5,"1,2,3",6|1|5|3|2|4,1993,5,3,3|1|5|2|4,1,2|3|1|4,1,2|3|1|6|4|7|5,None,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:21:16,2023-09-28 14:41:48,0,164.153.59.123,100,1232,1,2023-09-28 14:41:49,R_6D1s9V1CxEAxK1j,,,,,34.1736,-82.1545,anonymous,EN,0.8999999761581421,1,608437f0b139060610c9f0c1,5,2|5|3|1|4,7,5,2,0,3,3|5|2|1,"1,5",5|2|3|4|1|6,2,2|1,4,5|4|2|6|7|3|1,1,5|4|1|3|2,6,5|1|3|6|7|2|4,2,1|3|5|2|4,19,22|23|21|18|20|19|17,5,3|4|1|2|5,3,3|2|4|1|5,5,1|5|3|2|4,2,5|6|1|3|7|4|2,5,1|3|4|2|5,5,3|6|5|7|4|1|2,1,5|4|3|1|2,4,4|6|1|5|3|2|7,5,1|2|4|3|5,3,4|2|1|3|5,1,1|4|3|2|5,5,5|4|3|7|2|6|1,1,5|2|3|4|1,2,3|4|5|2|6|7|1,1,4|2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,2,5|3|2|1,"1,5,6",2|5|3|4|1|6,1952,5,3,4|3|1|5|2,2,2|3|4|1,1,4|1|6|3|5|2|7,I don't always stick to the first answer - search further.,Bing_default,easyfirst,
2023-09-28 14:32:18,2023-09-28 14:41:50,0,24.29.61.48,100,571,1,2023-09-28 14:41:50,R_2tcajmBlvOS8xqy,,,,,42.6406,-73.7906,anonymous,EN,1,1,61074792728f0f9e791ad083,5,3|2|4|5|1,7,4.36,3.21,4.71,3.37,5|2|3|1,"1,2",6|2|3|5|1|4,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|4|6|7|2|3|5,1,1|5|2|4|3,4,2|5|6|4|7|1|3,1,3|2|4|1|5,3,5|3|1|2|4,1,5|2|4|3|1,2,7|5|2|3|6|4|1,1,4|1|5|2|3,2,5|3|4|6|2|7|1,1,5|4|2|1|3,4,1|6|7|4|5|2|3,1,1|2|5|4|3,7,7|3|6|4|2|5|1,1,1|3|5|4|2,17,21|20|17|22|23|18|19,1,5|1|4|2|3,3,5|2|3|4|1,1,4|3|2|1|5,1,5|6|4|1|3|2|7,1,4|2|3|1|5,4.2,3.27,4,4.03,3|2|1|5,"1,2",5|2|3|6|4|1,1987,4,3,5|3|2|4|1,1,4|2|3|1,1,6|5|7|2|1|4|3,"Given that it was timed and that the answers were clear, frim and empirically verifiable, I chose to stick to the search engine with which I am the most familiar.",Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:31:44,2023-09-28 14:41:51,0,174.207.35.112,100,606,1,2023-09-28 14:41:52,R_3ew3FsZfEI4kzpq,,,,,41.1231,-81.5666,anonymous,EN,1,1,60fdac695048c9b68cddadfc,5,5|2|1|3|4,7,5,3,0,2.5,5|1|2|3,1,5|1|3|4|6|2,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|7|1|6|2|3|5,1,1|5|2|4|3,4,1|7|5|3|4|2|6,1,5|3|2|4|1,3,1|3|4|5|2,1,3|2|5|4|1,2,7|5|4|6|2|1|3,1,4|1|3|5|2,2,6|1|7|5|3|2|4,1,2|4|3|5|1,4,1|6|3|7|5|2|4,1,4|3|2|1|5,2,5|1|4|3|6|7|2,1,3|5|1|4|2,17,23|19|22|21|20|18|17,1,5|3|4|2|1,3,3|2|5|1|4,1,5|3|4|1|2,1,5|1|7|4|6|3|2,1,3|4|1|5|2,5,3,0,2.5,5|2|1|3,1,5|2|6|3|1|4,1995,5,4,5|1|3|4|2,3,3|1|4|2,1,6|1|5|3|2|7|4,No,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:31:36,2023-09-28 14:41:51,0,100.36.192.56,100,615,1,2023-09-28 14:41:52,R_1Lu0KuvFEeJ36j9,,,,,38.6326,-77.2661,anonymous,EN,0.8999999761581421,1,6365593d8f35fcb8f68d982a,5,2|4|1|5|3,7,4.5,2.5,2.8,2.93,2|3|5|1,"1,3",5|4|2|1|3|6,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1|6|4|2|3|5|7,2,5|3|2|1|4,4,2|5|4|6|7|1|3,1,5|3|1|4|2,3,1|3|4|2|5,2,5|2|3|1|4,2,1|7|6|3|4|2|5,1,3|2|1|5|4,2,4|5|6|7|1|3|2,1,2|3|4|5|1,4,7|2|6|5|3|4|1,1,4|3|2|5|1,2,6|5|7|4|1|2|3,1,1|4|5|3|2,17,23|18|22|21|17|19|20,1,3|1|2|4|5,3,2|1|4|3|5,1,5|1|3|4|2,1,7|3|5|6|4|1|2,1,5|1|3|4|2,4.77,2.47,2.77,2.5,3|5|2|1,"1,3",3|2|6|5|1|4,1980,3,1,3|1|2|5|4,1,2|3|1|4,1,7|3|6|4|2|1|5,I might have continued to use Bing but Chrome allows me to google things by highlighting them and right click... way too easy,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:34:32,2023-09-28 14:41:55,0,99.90.28.207,100,442,1,2023-09-28 14:41:55,R_3DbxcujQnyieiNM,,,,,38.8729,-86.486,anonymous,EN,0.8999999761581421,1,5cbb45b34ab38b001577ab0b,5,2|5|4|1|3,7,3,4,5,3,1|3|2|5,"2,6",4|2|3|1|6|5,2,2|1,4,4|1|6|7|5|2|3,4,4|3|1|2|5,2,2|5|1|6|4|7|3,4,2|4|1|3|5,17,23|21|20|22|17|18|19,4,4|5|1|3|2,3,4|1|3|2|5,1,1|4|5|3|2,1,6|1|7|4|5|3|2,4,5|4|1|3|2,3,7|3|2|5|1|6|4,4,2|1|5|3|4,4,3|6|5|1|7|2|4,4,5|4|2|3|1,3,4|5|3|1|2,4,2|1|3|5|4,2,6|4|2|1|5|7|3,4,3|2|4|5|1,2,2|3|5|7|1|6|4,4,4|2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,3,5|2|3|1,"2,6",3|4|2|6|1|5,1997,4,5,5|3|2|1|4,2,3|4|1|2,1,3|2|6|1|5|4|7,,Bing_default,easyfirst,
2023-09-28 14:32:35,2023-09-28 14:42:09,0,67.167.120.194,100,574,1,2023-09-28 14:42:10,R_OvX8ibWDvruEuqZ,,,,,42.0807,-88.517,anonymous,EN,0.8999999761581421,1,5e0f69380fb798000a199566,5,5|2|1|3|4,7,3.57,1.77,4.57,1.9,5|2|1|3,"1,2,5",1|2|4|5|3|6,2,2|1,4,4|1|7|3|5|6|2,1,1|2|5|3|4,2,6|5|3|7|2|4|1,1,4|2|1|5|3,17,22|19|23|18|17|21|20,1,2|4|3|5|1,3,1|5|3|4|2,1,2|4|5|3|1,1,5|3|7|4|6|2|1,1,5|2|4|3|1,6,1|2|6|5|3|4|7,1,3|2|5|4|1,4,5|7|3|4|2|6|1,1,4|1|5|3|2,3,2|3|4|5|1,1,3|1|4|5|2,6,2|6|7|4|3|1|5,1,4|2|5|3|1,2,2|3|6|7|1|5|4,1,4|2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,0.67,0.3,0.37,3|5|2|1,"1,2,3",2|5|4|3|1|6,1979,4,4,4|5|1|3|2,1,3|4|2|1,1,6|4|7|1|5|3|2,no,Bing_default,easyfirst,
2023-09-28 14:35:01,2023-09-28 14:42:10,0,65.185.41.65,100,428,1,2023-09-28 14:42:11,R_urcgg3p4dKTB2Qp,,,,,39.9046,-82.9703,anonymous,EN,0.8999999761581421,1,63ea451d26e9af5be0b01d50,5,3|2|4|1|5,7,4.17,4.2,4.03,3.7,1|5|2|3,"1,3",5|4|6|3|1|2,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|3|7|6|1|5|2,5,4|2|5|1|3,4,3|1|5|4|6|2|7,2,4|3|5|2|1,3,4|5|1|3|2,2,4|1|3|5|2,2,3|2|6|7|5|1|4,1,3|2|5|1|4,2,2|3|1|7|5|6|4,2,2|4|5|3|1,4,6|1|7|2|3|4|5,2,1|5|3|2|4,2,2|5|7|1|3|6|4,1,5|2|3|1|4,17,19|20|22|23|21|18|17,2,3|2|1|4|5,1,4|5|3|1|2,2,3|4|5|1|2,1,3|6|4|2|1|7|5,2,5|3|2|4|1,4.27,3.67,3.87,3.73,5|1|2|3,"1,3",4|1|3|2|5|6,1993,4,5,5|1|2|4|3,1,1|3|4|2,1,6|5|4|1|7|2|3,"My browser has a right-click ""search via bing"" option when you select a section of text. It was the quickest way to complete the task (I have no idea if the answers were correct)",Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:33:12,2023-09-28 14:42:14,0,69.14.97.180,100,542,1,2023-09-28 14:42:14,R_21cGhPY3SPgeOPz,,,,,42.2316,-83.2659,anonymous,EN,0.8999999761581421,1,62e185484154c451882a8a3d,5,2|4|1|3|5,7,5,1,1,1,5|3|1|2,1,4|3|1|6|5|2,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5|4|1|2|7|3|6,1,5|3|1|2|4,4,1|4|5|3|7|2|6,1,5|3|2|1|4,3,5|3|2|1|4,1,3|2|4|5|1,6,3|7|6|2|4|5|1,1,1|4|3|5|2,2,5|7|2|3|4|1|6,1,5|2|1|3|4,4,3|4|7|2|1|5|6,1,2|3|1|5|4,2,7|2|3|5|6|4|1,1,4|5|3|2|1,17,19|17|21|20|23|18|22,1,2|3|1|5|4,3,4|1|3|2|5,1,3|4|1|2|5,1,7|6|1|2|3|4|5,"1,5",2|4|5|3|1,5,1,1,1,3|2|5|1,1,2|1|4|3|6|5,1998,4,3,2|3|5|1|4,1,1|4|2|3,1,4|2|7|1|3|6|5,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:36:37,2023-09-28 14:42:23,0,174.52.10.48,100,346,1,2023-09-28 14:42:24,R_2TH2T17LO3bEI5J,,,,,40.4953,-111.9439,anonymous,EN,0.800000011920929,1,61083ecdd1be9b22e7caf4cf,5,3|4|2|1|5,7,4.67,1.57,2.3,2.53,1|2|5|3,"1,5",5|3|2|1|6|4,2,2|1,4,5|3|6|4|7|1|2,1,5|4|3|2|1,2,2|4|5|6|1|7|3,1,3|5|2|1|4,17,22|23|20|18|17|19|21,1,3|4|1|2|5,3,2|4|5|1|3,1,1|5|2|3|4,1,3|4|1|7|2|6|5,1,2|5|3|1|4,5,6|1|3|7|2|5|4,1,4|1|3|2|5,4,3|7|5|1|4|2|6,1,5|3|2|1|4,3,5|4|1|2|3,1,1|4|5|2|3,2,6|1|2|7|3|4|5,1,3|2|5|1|4,2,6|7|4|1|3|2|5,1,5|4|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,0.63,0.6,0.7,1|2|5|3,"1,3",1|6|4|2|5|3,2001,3,2,5|4|3|1|2,2,4|2|1|3,1,7|1|6|3|5|4|2,,Google_default,easyfirst,google_default
2023-09-28 14:31:29,2023-09-28 14:42:31,0,184.89.13.194,100,662,1,2023-09-28 14:42:32,R_3jfG3itwvu23SJz,,,,,28.3159,-80.7292,anonymous,EN,0.8999999761581421,1,627286792f25495f123cc27b,5,5|3|1|2|4,7,5,5,4,2,3|1|2|5,"1,2,3,6",4|6|1|2|3|5,2,1|2,4,1|5|2|4|6|7|3,2,5|2|1|3|4,2,1|6|7|5|3|2|4,2,2|4|3|5|1,17,22|19|21|18|17|23|20,2,4|2|5|3|1,3,3|4|2|1|5,2,1|4|5|3|2,1,5|2|4|3|6|7|1,2,4|1|3|2|5,3,3|6|2|5|4|1|7,2,3|5|4|1|2,4,6|7|1|3|4|5|2,2,5|1|4|3|2,3,5|1|3|4|2,2,3|4|5|1|2,2,7|3|5|4|2|6|1,2,5|1|2|3|4,2,5|7|3|1|2|4|6,2,2|5|4|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,2,1|2|5|3,"1,2,3,6",1|2|6|4|5|3,1978,3,5,1|4|2|5|3,1,1|3|4|2,1,7|3|5|4|6|1|2,I used google as my main search engine for about 15 years but I have mainly been using bing since they put chatGPT in it.,Bing_default,easyfirst,
2023-09-28 14:33:36,2023-09-28 14:42:36,0,24.140.54.234,100,540,1,2023-09-28 14:42:37,R_SW7ik8G0EJgILbr,,,,,40.7986,-81.5449,anonymous,EN,1,1,5a2adf6a8e00a000019864fb,5,2|5|3|1|4,7,4.33,2.53,3.4,2.67,2|5|3|1,1,3|1|6|5|2|4,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|5|1|7|3|6|2,2,1|5|2|4|3,4,4|2|6|1|3|7|5,2,1|3|5|4|2,3,3|4|1|5|2,2,5|4|1|3|2,2,4|3|7|1|5|6|2,2,5|1|4|2|3,2,3|7|2|6|5|4|1,2,4|1|3|5|2,4,5|3|6|4|1|2|7,2,1|5|3|2|4,1,5|7|3|2|4|1|6,2,2|3|1|5|4,17,22|18|19|17|21|23|20,2,5|3|2|1|4,3,3|4|5|1|2,2,1|4|2|5|3,1,6|4|1|5|2|3|7,2,1|5|3|2|4,4.37,3.2,3.27,2.83,2|5|3|1,1,5|6|3|2|1|4,1983,4,3,5|1|2|3|4,1,1|2|4|3,1,3|7|5|6|1|2|4,,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:37:09,2023-09-28 14:42:37,0,24.194.135.8,100,327,1,2023-09-28 14:42:38,R_2Y3rexxB0Rm0L9X,,,,,42.938,-74.1853,anonymous,EN,1,1,5efef32a88bb6a01c8087591,5,1|4|5|3|2,7,4.53,3.2,3.53,2.5,3|5|1|2,1,4|3|1|2|6|5,2,2|1,4,6|2|5|7|1|3|4,1,5|2|1|3|4,2,3|5|1|4|7|2|6,1,2|4|1|5|3,17,22|19|21|23|17|18|20,1,2|3|1|4|5,3,2|5|3|4|1,1,3|5|1|2|4,1,3|5|1|4|7|2|6,1,1|3|4|5|2,5,7|5|4|2|3|1|6,1,3|5|1|2|4,4,7|4|1|2|5|3|6,1,3|2|4|5|1,3,4|2|1|3|5,1,5|1|2|4|3,7,4|6|3|1|2|7|5,1,4|3|2|5|1,2,4|7|1|3|6|5|2,1,2|4|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3.27,3.47,2.53,3|1|5|2,1,6|5|2|1|3|4,2001,2,3,2|5|1|4|3,1,4|1|3|2,1,6|7|1|4|5|3|2,,Google_default,easyfirst,google_default
2023-09-28 14:37:46,2023-09-28 14:42:37,0,135.26.112.197,100,290,1,2023-09-28 14:42:38,R_9NArwVmxNCxk9c5,,,,,30.2257,-95.4924,anonymous,EN,1,1,62d9e46fded6a6209a518499,5,1|4|5|2|3,7,5,2.5,2,2,5|2|1|3,1,3|2|4|1|6|5,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1|6|5|3|7|4|2,1,5|4|2|1|3,4,7|5|2|6|4|3|1,1,3|2|1|4|5,3,2|1|4|5|3,1,4|5|3|2|1,6,5|6|7|2|1|3|4,1,1|4|3|2|5,2,3|5|2|1|7|6|4,1,2|3|5|4|1,4,1|4|2|6|7|3|5,1,4|2|3|1|5,2,1|7|5|3|2|4|6,1,5|3|2|1|4,17,23|18|17|20|22|19|21,1,1|5|4|3|2,3,1|3|5|2|4,1,4|3|2|5|1,1,1|6|7|2|4|3|5,1,4|1|5|2|3,5,2.5,2,2,5|2|3|1,1,3|2|6|4|5|1,1991,4,3,5|3|2|4|1,1,4|1|3|2,2,7|4|6|5|2|3|1,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:35:46,2023-09-28 14:42:38,0,74.102.196.234,100,411,1,2023-09-28 14:42:38,R_3KoLJx4wySxHRpI,,,,,40.7662,-74.0178,anonymous,EN,0.8999999761581421,1,5e1fa60088eb2e2d97c4a4a7,5,4|1|3|5|2,7,5,4,2,1,2|5|3|1,"1,3",6|5|2|4|3|1,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|4|3|5|2|7|1,1,4|5|1|3|2,4,7|1|2|3|4|6|5,1,3|2|4|5|1,3,3|1|4|5|2,1,1|2|5|3|4,2,3|1|7|5|6|4|2,1,5|1|3|4|2,2,4|1|7|5|2|3|6,1,4|5|3|1|2,4,1|4|2|6|5|7|3,1,3|2|1|4|5,1,4|5|7|3|6|2|1,1,1|5|3|2|4,17,20|22|18|23|21|19|17,1,4|2|1|3|5,3,3|5|2|1|4,1,4|1|5|3|2,1,5|6|3|1|4|2|7,1,5|4|3|1|2,5,4,2,1,3|5|2|1,"1,3",6|5|1|2|3|4,1970,4,5,5|3|2|1|4,2,4|2|1|3,4,1|4|5|3|6|7|2,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:26:32,2023-09-28 14:42:42,0,68.161.218.55,100,969,1,2023-09-28 14:42:42,R_3CZZ8p0018fBfGT,,,,,40.674,-73.9701,anonymous,EN,1,1,6266a888ce0c626836c91bc6,5,2|5|1|3|4,7,4.52,2.52,1.18,1.58,5|1|2|3,1,1|6|5|4|2|3,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6|2|3|1|4|5|7,2,2|4|5|3|1,4,2|5|7|4|3|1|6,2,1|4|2|5|3,3,3|4|5|2|1,2,4|2|1|5|3,7,1|7|3|5|4|6|2,2,2|4|5|1|3,2,2|1|6|3|5|7|4,2,4|1|5|3|2,4,4|2|5|6|1|3|7,2,5|2|4|1|3,2,7|4|6|3|1|5|2,2,1|2|4|3|5,17,22|20|19|21|23|18|17,2,1|2|4|5|3,3,3|4|5|2|1,2,3|5|2|4|1,1,2|3|5|7|4|6|1,2,5|1|4|2|3,3.78,3.55,0.98,1.72,2|5|1|3,"1,3",1|5|2|3|4|6,1973,4,4,5|1|4|2|3,2,4|2|3|1,2,1|5|6|3|2|7|4,Good luck with your study!,Bing_default,Block12.hardquestionsfirst,
2023-09-28 14:31:57,2023-09-28 14:42:43,0,23.121.171.222,100,645,1,2023-09-28 14:42:44,R_22PUMePXsHxBDyh,,,,,30.3251,-92.0396,anonymous,EN,0.8999999761581421,1,5a4a7bed1950a80001e7d3d5,5,4|2|1|3|5,7,4,2,1,2,5|1|2|3,1,1|3|6|4|5|2,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3|2|4|5|6|7|1,1,4|1|2|5|3,4,5|4|3|6|7|1|2,1,3|2|5|4|1,3,5|2|3|4|1,1,5|4|2|1|3,2,5|3|1|7|4|6|2,1,1|3|2|4|5,2,4|1|2|5|3|7|6,1,4|1|5|3|2,4,6|2|5|3|1|4|7,1,3|1|4|2|5,1,5|1|7|6|2|4|3,1,5|2|1|3|4,17,20|23|19|18|17|22|21,1,5|1|3|4|2,3,2|5|1|3|4,1,4|5|2|3|1,1,3|4|5|1|2|7|6,1,2|5|1|3|4,4,2,1,2,1|3|2|5,1,3|6|5|2|4|1,1986,4,3,2|1|3|5|4,2,1|2|4|3,1,3|5|4|2|1|7|6,,Google_default,Block12.hardquestionsfirst,google_default
2023-09-28 14:31:20,2023-09-28 14:42:45,0,98.155.65.60,100,685,1,2023-09-28 14:42:46,R_RQqXFak3VEs9Ym5,,,,,21.4535,-158.0193,anonymous,EN,1,1,5dd0098e01fadf0fa6c3a15f,5,3|2|5|1|4,7,3.6,2.73,3.37,2.37,3|1|5|2,1,4|6|2|3|1|5,2,2|1,4,2|5|6|1|4|3|7,1,5|4|1|3|2,1,5|2|1|4|3|6|7,1,3|4|2|5|1,17,21|22|23|17|18|19|20,1,1|2|4|5|3,3,3|1|5|2|4,1,1|2|3|5|4,1,7|6|4|1|3|2|5,1,4|2|1|5|3,5,7|6|1|2|5|3|4,1,5|3|2|1|4,4,4|7|2|6|5|1|3,1,5|1|3|2|4,3,3|5|1|4|2,1,2|4|1|5|3,7,1|6|7|3|4|5|2,1,3|2|1|4|5,2,1|6|5|3|7|2|4,1,1|5|2|4|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2.63,3.43,2.4,3|1|2|5,1,2|4|1|3|5|6,1985,4,3,3|1|4|2|5,2,4|1|3|2,4,2|5|6|1|4|7|3,no,Google_default,easyfirst,google_default
2023-09-28 14:32:50,2023-09-28 14:42:51,0,172.56.83.93,100,600,1,2023-09-28 14:42:52,R_afVz5t7kh9Otpfz,,,,,33.3874,-112.0998,anonymous,EN,1,1,622a42c21de0c55ba18a2acb,5,1|3|2|4|5,7,4.83,4.67,2.6,1.43,1|2|3|5,1,2|4|5|3|6|1,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4|7|2|3|1|5|6,1,3|1|5|2|4,4,1|5|4|6|7|3|2,1,2|1|3|4|5,3,4|5|1|2|3,1,4|1|2|3|5,5,3|4|5|6|2|7|1,1,3|1|2|5|4,2,7|2|5|3|4|1|6,1,4|5|1|3|2,4,1|4|2|6|5|7|3,1,2|5|3|1|4,2,3|4|7|2|6|1|5,5,3|4|5|2|1,17,17|19|23|22|18|21|20,5,1|4|5|2|3,3,1|3|4|5|2,1,3|4|2|5|1,1,4|1|5|2|6|3|7,1,3|1|2|4|5,4.57,3.63,0.57,0.63,5|1|2|3,1,5|4|3|2|1|6,1962,4,2,5|4|1|3|2,2,3|4|2|1,1,3|4|1|6|5|2|7,I didn't search for some of those things where I selected other.  I'm pretty sure I knew without searching so why waste time.  Like Bowie's name for example.,Google_default,Block12.hardquestionsfirst,google_default
